iter	Logloss
0	0.60742836
1	0.5115208626
2	0.4330199718
3	0.3883905172
4	0.3410527945
5	0.3084435701
6	0.2670825481
7	0.2389001131
8	0.2099408627
9	0.1913346291
10	0.1715471506
11	0.1566726208
12	0.1432027936
13	0.1344882488
14	0.1264387131
15	0.118580699
16	0.1100167274
17	0.1041373014
18	0.1004715323
19	0.09369807243
20	0.08921468258
21	0.08747707009
22	0.08583043218
23	0.08053827286
24	0.07796868086
25	0.07545024753
26	0.07153645158
27	0.06939455867
28	0.06673237085
29	0.06374471188
30	0.0620542407
31	0.05909934044
32	0.05667788982
33	0.05427412987
34	0.05324440002
35	0.05128026009
36	0.04938301444
37	0.04842233062
38	0.04603164196
39	0.04469426274
40	0.04420675635
41	0.04254333973
42	0.04146201313
43	0.03940813243
44	0.03772872686
45	0.03626179993
46	0.03451296985
47	0.03310057521
48	0.03201296031
49	0.03055565357
50	0.02919942141
51	0.02858479023
52	0.02770416141
53	0.02701525688
54	0.02624862194
55	0.02525914907
56	0.02432892174
57	0.02341362536
58	0.02266471833
59	0.02198624909
60	0.02136017978
61	0.02054717988
62	0.01996068358
63	0.01898176223
64	0.0183883667
65	0.01778843701
66	0.017391783
67	0.01694000959
68	0.01644005775
69	0.01597750485
70	0.01552775353
71	0.01517753005
72	0.01482835412
73	0.01436809599
74	0.01401506662
75	0.01367095709
76	0.01339583546
77	0.01308164448
78	0.0127529338
79	0.0124630563
80	0.01218069494
81	0.01191651896
82	0.0116282925
83	0.01136363521
84	0.01114740372
85	0.01093978584
86	0.01074321717
87	0.01053806841
88	0.01035493612
89	0.01017167568
90	0.009991046786
91	0.009822987765
92	0.009643526375
93	0.00948581025
94	0.009337200969
95	0.009189721942
96	0.009050674736
97	0.008913375437
98	0.008779275417
99	0.008652611077
100	0.008531545103
101	0.008412669599
102	0.008307358623
103	0.008193734288
104	0.00810040608
105	0.007985380292
106	0.007878121734
107	0.007790987194
108	0.007690304518
109	0.007608489692
110	0.007512588054
111	0.007436107099
112	0.007344230264
113	0.007255285978
114	0.007168217003
115	0.0070841223
116	0.006995878369
117	0.006915020943
118	0.006835772842
119	0.006759341061
120	0.006684091687
121	0.006617198139
122	0.006551486254
123	0.006487984955
124	0.006425069273
125	0.006363368034
126	0.006303332001
127	0.006244406104
128	0.006186484918
129	0.006130143255
130	0.006074851379
131	0.006020605192
132	0.005967308953
133	0.005914861709
134	0.005862917751
135	0.005818190426
136	0.005774024501
137	0.005730495229
138	0.005687667802
139	0.005645546317
140	0.005601812527
141	0.005561619997
142	0.005519352108
143	0.005480338633
144	0.005439247563
145	0.005401786417
146	0.005361622199
147	0.005322543532
148	0.005286467075
149	0.005248647928
150	0.005213213339
151	0.005175789818
152	0.005142014846
153	0.005106122419
154	0.005069917813
155	0.00503449291
156	0.004999387264
157	0.004964539781
158	0.004930129647
159	0.004897020757
160	0.004863528535
161	0.004830239713
162	0.004797551781
163	0.004765430093
164	0.004733824357
165	0.004703092575
166	0.004672218114
167	0.004642099887
168	0.004612278938
169	0.00458297357
170	0.00455372259
171	0.004525096714
172	0.004496780783
173	0.004468659684
174	0.004441273957
175	0.004414075986
176	0.004387266189
177	0.004360755533
178	0.004334675521
179	0.004308762029
180	0.004283246771
181	0.004257968068
182	0.004232254624
183	0.004207571968
184	0.004183317721
185	0.004159168899
186	0.004135207459
187	0.004111769795
188	0.004088905454
189	0.004065910727
190	0.004043513536
191	0.004021328315
192	0.003999267146
193	0.003977608681
194	0.00395617038
195	0.003934516013
196	0.003913795575
197	0.003892963007
198	0.003872467577
199	0.003852060437
200	0.003832101077
201	0.003812007234
202	0.003792583197
203	0.003772687167
204	0.00375373438
205	0.003734816611
206	0.003715902567
207	0.003697066009
208	0.003678981215
209	0.003660751134
210	0.003642642498
211	0.003624895215
212	0.003607086837
213	0.003589563072
214	0.003571929038
215	0.003554675728
216	0.003537676483
217	0.003521063179
218	0.003504313529
219	0.003488232195
220	0.00347084403
221	0.003454910219
222	0.003438715264
223	0.003423072398
224	0.003407221287
225	0.003390960395
226	0.003375782445
227	0.003360273317
228	0.003345516324
229	0.003331301361
230	0.003316601738
231	0.003301943094
232	0.003287458792
233	0.003272695094
234	0.003258184716
235	0.003243813664
236	0.003229789063
237	0.003216685355
238	0.003202783316
239	0.003188745305
240	0.003174661845
241	0.003161340207
242	0.003148186952
243	0.003134861961
244	0.003122353554
245	0.003109397367
246	0.003096764162
247	0.003084049933
248	0.003071449883
249	0.003058926202
250	0.003046626784
251	0.003034690768
252	0.003022475913
253	0.003010389395
254	0.002998540364
255	0.002986528352
256	0.002974741161
257	0.002963232063
258	0.002952003852
259	0.002940365672
260	0.002928824164
261	0.002917539142
262	0.002906382829
263	0.002895072289
